Nome da Microzona,Carreira,Sentido,Interface,Codigo de Paragem (SIP),Paragens  - Nome,Localização,Destino
Fetais,207,A,-,16004,Fonte Pipa,Estrada Militar,Fetais
Fetais,207,A,-,16002,Az. Fetais,R. Fetais,Fetais
Fetais,207,A,-,16001,Fetais,Az. Fetais,Fetais
Fetais,207,D,-,16001,Fetais,Az. Fetais,Cais Sodré
Fetais,207,D,-,16003,Az. Fetais,R. Fetais,Cais Sodré
Fetais,207,D,-,16005,Fonte Pipa,Estrada Militar,Cais Sodré
Galinheiras,207,D,-,11605,Qta. Balsares,Estrada Circunvalação,Cais Sodré
Galinheiras,207,D,-,11603,Galinheiras,Lg. Galinheiras,Cais Sodré
Galinheiras,207,D,-,11601,Estr. Forte (Escola),Estrada Forte,Cais Sodré
Charneca,207,D,-,06001,Estr. Forte,Estrada Circunvalação,Cais Sodré
Charneca,207,D,-,06003,Qta. Pailepa,Estrada Forte da Ameixoeira,Cais Sodré
Charneca,207,D,Autocarro,06005,Charneca,Campo Amoreiras,Cais Sodré
Charneca,207,D,Autocarro,06009,Campo Amoreiras,Campo Amoreiras,Cais Sodré
Charneca,207,D,-,06011,Igreja Charneca,Lg. Defensores República,Cais Sodré
Charneca,207,D,-,06013,Estr. S. Bartolomeu,Estrada S. Bartolomeu,Cais Sodré
Charneca,207,D,-,06015,Vale Castanheira,R. Tito Morais,Cais Sodré
Charneca,207,D,-,11511,Esc. Pintor Almada Negreiros,Av. Nuno Krus Abecassis,Cais Sodré
Musgueira,207,D,-,11505,Estação Musgueira,Av. Carlos Paredes,Cais Sodré
Musgueira,207,D,-,11510,Av. Carlos Paredes,Av. Carlos Paredes,Cais Sodré
Lumiar,207,D,-,05930,Castanheira Moura,Estrada Torre,Cais Sodré
Lumiar,207,D,Metro,05959,Estr. Torre,Estrada Torre,Cais Sodré
Lumiar,207,D,Metro; Autocarro,05906,Lumiar,Al. Linhas de Torres,Cais Sodré
Lumiar,207,D,-,05904,Qta. Conchas,Al. Linhas de Torres,Cais Sodré
C. Grande Norte,207,D,-,05902,Av. Rainha D. Leonor,Al. Linhas de Torres,Cais Sodré
C. Grande Norte,207,D,-,05814,Hosp. Pulido Valente,Al. Linhas de Torres,Cais Sodré
C. Grande Norte,207,D,Metro; Autocarro,05808,Campo Grande (Metro),R. Cipriano Dourado,Cais Sodré
C. Grande Norte,207,D,-,05804,Campo Grande Norte,Campo Grande - Poente,Cais Sodré
C. Grande - Av. Brasil,207,D,-,05710,Campo Grande - Av. Brasil,Campo Grande - Poente,Cais Sodré
Entrecampos,207,D,-,02008,Campo Grande,Campo Grande - Poente,Cais Sodré
Entrecampos,207,D,Metro,02006,Entrecampos Norte,Campo Grande - Poente,Cais Sodré
Entrecampos,207,D,Metro,02002,Entrecampos,Av. República,Cais Sodré
Entrecampos,207,D,Metro; Comboio,02020,Estação Entrecampos,Av. República,Cais Sodré
Campo Pequeno,207,D,Metro,01906,Campo Pequeno - Av. República,Av. República,Cais Sodré
Saldanha,207,D,-,01810,Av. República,Av. República,Cais Sodré
Saldanha,207,D,Metro,01802,Saldanha,Pç. Duque Saldanha,Cais Sodré
Picoas,207,D,Metro,01714,Picoas,Av. Fontes Pereira Melo,Cais Sodré
Av. António A. Aguiar,207,D,-,01702,Av. Fontes P. Melo,Av. Fontes Pereira Melo,Cais Sodré
Marquês Pombal,207,D,Metro; Autocarro,01206,Mq. Pombal - Av. Fontes P. Melo,Av. Fontes Pereira Melo,Cais Sodré
Avenida,207,D,Metro,01102,Av. Liberdade,Av. Liberdade,Cais Sodré
Restauradores,207,D,Metro; Comboio,01006,Restauradores,Pç. Restauradores,Cais Sodré
Rossio,207,D,Metro,00908,Rossio,Pç. D. Pedro IV,Cais Sodré
T. Paço,207,D,Barco,05508,Pç. Comércio,R. Ouro,Cais Sodré
Cais do Sodré,207,D,-,03820,Corpo Santo,R. Arsenal,Cais Sodré
Cais do Sodré,207,D,Metro; Comboio; Barco,03812,Cais Sodré,Cais Sodré,Cais Sodré
Cais do Sodré,208,A,Metro; Comboio; Barco,03804,Cais Sodré,Cais Sodré,Estação Oriente (Interface)
Cais do Sodré,208,A,-,03824,Corpo Santo,R. Arsenal,Estação Oriente (Interface)
R. Conceição,208,A,Barco,05519,Pç. Comércio,R. Prata,Estação Oriente (Interface)
Rossio,208,A,Metro,00905,Pç. Figueira,Pç. Figueira,Estação Oriente (Interface)
Socorro,208,A,Metro,00819,Martim Moniz,Lg. Martim Moniz,Estação Oriente (Interface)
Socorro,208,A,-,00803,R. Palma,R. Palma,Estação Oriente (Interface)
Intendente,208,A,Metro,00701,Igreja Anjos,Av. Almirante Reis,Estação Oriente (Interface)
Anjos,208,A,Metro,00607,Av. Almirante Reis / R. Angola,Av. Almirante Reis,Estação Oriente (Interface)
Anjos,208,A,Metro,00609,Av. Almirante Reis / R. Marques Silva,Av. Almirante Reis,Estação Oriente (Interface)
P. Chile,208,A,Metro,00505,Pç. Chile / Av. Almirante Reis,Av. Almirante Reis,Estação Oriente (Interface)
Alameda,208,A,Metro,00413,Alameda D. A. Henriques,Av. Almirante Reis,Estação Oriente (Interface)
Alameda,208,A,-,00411,Pç. João Rio,Av. Almirante Reis,Estação Oriente (Interface)
Areeiro,208,A,Autocarro,00318,Areeiro - Av. Afonso Costa,Av. Afonso Costa,Estação Oriente (Interface)
Olaias,208,A,-,09008,Casal Vistoso,Av. Afonso Costa,Estação Oriente (Interface)
Olaias,208,A,-,09006,Olaias - Av. Afonso Costa,Av. Afonso Costa,Estação Oriente (Interface)
Olaias,208,A,-,08908,Rot. Olaias,Av. Eng. Arantes Oliveira,Estação Oriente (Interface)
Olaias,208,A,Metro,08913,Olaias (Piscina),Av. Eng. Arantes Oliveira,Estação Oriente (Interface)
Bela Vista,208,A,-,03610,Av. Vergílio Ferreira (Fundação Oriente),Av. Vergilio Ferreira,Estação Oriente (Interface)
Bela Vista,208,A,-,03608,B.º Armador,Av. Vergilio Ferreira,Estação Oriente (Interface)
Bela Vista,208,A,Metro,03606,Bela Vista (Centro Comercial),Av. Francisco Salgado Zenha,Estação Oriente (Interface)
B.º Loios,208,A,-,14716,R. Pedro Cruz,R. Pedro Cruz,Estação Oriente (Interface)
B.º Loios,208,A,-,14714,Pq. Bela Vista,Av. Dr. Arlindo Vicente,Estação Oriente (Interface)
B.º Loios,208,A,-,14711,B.º Flamenga,R. Ferreira Castro,Estação Oriente (Interface)
B.º Loios,208,A,-,14712,R. Ferreira Castro,R. Ferreira Castro,Estação Oriente (Interface)
B.º Loios,208,A,-,14710,Colégio Valsassina,Av. Avelino Teixeira Mota,Estação Oriente (Interface)
B.º Loios,208,A,-,14708,Esc. Damião Góis,R. Luis Cristino Silva,Estação Oriente (Interface)
B.º Loios,208,A,-,14706,B.º Loios,R. Luis Cristino Silva,Estação Oriente (Interface)
B.º Loios,208,A,-,14704,R. Luis Cristino Silva,R. Luis Cristino Silva,Estação Oriente (Interface)
B.º Loios,208,A,-,14702,R. Adães Bermudes,R. Pardal Monteiro,Estação Oriente (Interface)
Escola D. Dinis,208,A,-,89916,R. Eng. Rodrigues Carvalho,R. Eng. Ferreira Dias,Estação Oriente (Interface)
Escola D. Dinis,208,A,-,89914,R. Eng. Ferreira Dias,R. Eng. Ferreira Dias,Estação Oriente (Interface)
Escola D. Dinis,208,A,-,89913,Esc. D. Dinis,Av. Dr. Augusto Castro,Estação Oriente (Interface)
Escola D. Dinis,208,A,Metro,89906,ISEL,Av. Dr. Augusto Castro,Estação Oriente (Interface)
Escola D. Dinis,208,A,-,08416,Cabo Ruivo - Av. Dr. Augusto Castro,Av. Dr. Augusto Castro,Estação Oriente (Interface)
Olivais Sul,208,A,-,08406,Cabo Ruivo - Av. Mar. Gomes Costa,Av. Marechal Gomes Costa,Estação Oriente (Interface)
Olivais Sul,208,A,-,08408,Av. Mar. Gomes Costa (Poço Cortes),Av. Marechal Gomes Costa,Estação Oriente (Interface)
Rot. Aeroporto,208,A,-,07506,Av. Mar. Gomes Costa (Qta. Teresinhas),Av. Marechal Gomes Costa,Estação Oriente (Interface)
Rot. Aeroporto,208,A,-,07517,Pç. Aeroporto,Av. Marechal Gomes Costa,Estação Oriente (Interface)
Aeroporto,208,A,Metro; Aeroporto,07601,Aeroporto,Av. Comunidades Portuguesas,Estação Oriente (Interface)
Aeroporto,208,A,Aeroporto,07603,Av. Berlim (Aeroporto),Av. Berlim,Estação Oriente (Interface)
Encarnação,208,A,-,12201,Encarnação (Bombeiros),Al. Encarnação,Estação Oriente (Interface)
Encarnação,208,A,-,12203,Encarnação,Al. Encarnação,Estação Oriente (Interface)
Encarnação,208,A,-,12205,Igreja Encarnação,Al. Encarnação,Estação Oriente (Interface)
Encarnação,208,A,-,12208,R. Lojistas,R. Lojistas,Estação Oriente (Interface)
Encarnação,208,A,-,12311,Pç. Norte (Mercado),R. Lojistas,Estação Oriente (Interface)
Olivais Norte,208,A,-,12306,R. Alf. Barrilaro Ruas,R. Barrilaro Ruas,Estação Oriente (Interface)
Olivais Norte,208,A,Metro,12308,R. Capitão-Ten. Oliveira Carmo,R. Barrilaro Ruas,Estação Oriente (Interface)
Olivais Norte,208,A,-,12301,Olivais Norte,R. Furriel João Nunes Redondo,Estação Oriente (Interface)
Qta. Laranjeiras,208,A,-,07812,Pç. José Queirós,Pç. José Queirós,Estação Oriente (Interface)
Qta. Laranjeiras,208,A,Metro; Autocarro,07909,Moscavide - R. João Pinto Ribeiro,R. João Pinto Ribeiro,Estação Oriente (Interface)
Parque Nações,208,A,-,07824,Av. Boa Esperança,Av. D. João II,Estação Oriente (Interface)
Parque Nações,208,A,-,07822,Av. D. João II,Av. D. João II,Estação Oriente (Interface)
Estação Oriente,208,A,Metro; Autocarro; Comboio,07825,Estação Oriente,Av. Berlim,Estação Oriente (Interface)
Estação Oriente,208,A,Metro; Autocarro; Comboio,07817,Estação Oriente (Interface),Interface Estação Oriente,Estação Oriente (Interface)
Estação Oriente,208,D,Metro; Autocarro; Comboio,07817,Estação Oriente (Interface),Interface Estação Oriente,Cais Sodré
Estação Oriente,208,D,Metro; Autocarro; Comboio,07805,Estação Oriente,Av. Ìndico,Cais Sodré
Parque Nações,208,D,-,07821,Av. D. João II,Av. D. João II,Cais Sodré
Parque Nações,208,D,-,07823,Av. Boa Esperança,Av. D. João II,Cais Sodré
Qta. Laranjeiras,208,D,Metro; Autocarro,07908,Moscavide - R. João Pinto Ribeiro,"R. 1.º Maio, Loures",Cais Sodré
Qta. Laranjeiras,208,D,-,07810,Pç. José Queirós,Pç. José Queirós,Cais Sodré
Olivais Norte,208,D,-,12302,Olivais Norte,R. Furriel João Nunes Redondo,Cais Sodré
Olivais Norte,208,D,Metro,12307,R. Capitão-Ten. Oliveira Carmo,R. Barrilaro Ruas,Cais Sodré
Olivais Norte,208,D,-,12305,R. Alf. Barrilaro Ruas,R. Barrilaro Ruas,Cais Sodré
Encarnação,208,D,-,12312,Pç. Norte (Mercado),R. Lojistas,Cais Sodré
Encarnação,208,D,-,12206,Igreja Encarnação,Al. Encarnação,Cais Sodré
Encarnação,208,D,-,12204,Encarnação,Al. Encarnação,Cais Sodré
Encarnação,208,D,-,12202,Encarnação (Bombeiros),Av. Berlim,Cais Sodré
Aeroporto,208,D,-,07604,Av. Berlim (Aeroporto),Av. Berlim,Cais Sodré
Aeroporto,208,D,Metro; Aeroporto,07602,Aeroporto,Aeroporto,Cais Sodré
Rot. Aeroporto,208,D,-,07516,Pç. Aeroporto,Pç. Aeroporto,Cais Sodré
Rot. Aeroporto,208,D,-,07503,Av. Mar. Gomes Costa (Qta. Teresinhas),Av. Marechal Gomes Costa,Cais Sodré
Olivais Sul,208,D,-,08407,Av. Mar. Gomes Costa (Poço Cortes),Av. Marechal Gomes Costa,Cais Sodré
Olivais Sul,208,D,-,08405,Cabo Ruivo - Av. Mar. Gomes Costa,Av. Marechal Gomes Costa,Cais Sodré
Escola D. Dinis,208,D,Metro,89903,ISEL,Av. Dr. Augusto Castro,Cais Sodré
Escola D. Dinis,208,D,Metro,89905,Av. Dr. Augusto Castro,Av. Dr. Augusto Castro,Cais Sodré
Escola D. Dinis,208,D,-,89918,Esc. D. Dinis,R. Eng. Ferreira Dias,Cais Sodré
Escola D. Dinis,208,D,-,89915,R. Eng. Ferreira Dias,R. Eng. Ferreira Dias,Cais Sodré
Escola D. Dinis,208,D,-,89917,R. Eng. Rodrigues Carvalho,R. Eng. Ferreira Dias,Cais Sodré
B.º Loios,208,D,-,14701,R. Adães Bermudes,R. Luis Cristino Silva,Cais Sodré
B.º Loios,208,D,-,14703,R. Luis Cristino Silva,R. Luis Cristino Silva,Cais Sodré
B.º Loios,208,D,-,14705,B.º Loios,R. Luis Cristino Silva,Cais Sodré
B.º Loios,208,D,-,14707,Esc. Damião Góis,R. Luis Cristino Silva,Cais Sodré
B.º Loios,208,D,-,14720,Colégio Valsassina,Av. Avelino Teixeira Mota,Cais Sodré
B.º Loios,208,D,-,14713,R. Ferreira Castro,R. Ferreira Castro,Cais Sodré
B.º Loios,208,D,-,14715,B.º Flamenga,R. Ferreira Castro,Cais Sodré
B.º Loios,208,D,-,14717,Pq. Bela Vista,Av. Dr. Arlindo Vicente,Cais Sodré
Bela Vista,208,D,-,03607,B.º Armador,Av. Vergilio Ferreira,Cais Sodré
Bela Vista,208,D,-,03609,Av. Vergílio Ferreira (Fundação Oriente),Av. Vergilio Ferreira,Cais Sodré
Olaias,208,D,Metro,08912,Olaias (Piscina),Av. Eng. Arantes Oliveira,Cais Sodré
Olaias,208,D,-,08910,Rot. Olaias,R. Professora Margarida Vieira Mendes,Cais Sodré
Olaias,208,D,-,09009,Casal Vistoso,Av. Afonso Costa,Cais Sodré
Areeiro,208,D,Autocarro; Comboio,00301,Areeiro - Av. Afonso Costa,Av. Afonso Costa,Cais Sodré
Alameda,208,D,-,00404,Pç. João Rio,Av. Almirante Reis,Cais Sodré
Alameda,208,D,Metro,00410,Alameda D. A. Henriques,Av. Almirante Reis,Cais Sodré
P. Chile,208,D,Metro,00506,Pç. Chile / Av. Almirante Reis,Av. Almirante Reis,Cais Sodré
Anjos,208,D,Metro,00610,Av. Almirante Reis / R. Marques Silva,Av. Almirante Reis,Cais Sodré
Anjos,208,D,Metro,00608,Av. Almirante Reis / R. Angola,Av. Almirante Reis,Cais Sodré
Intendente,208,D,Metro,00704,Igreja Anjos,Av. Almirante Reis,Cais Sodré
Socorro,208,D,-,00804,R. Palma,R. Palma,Cais Sodré
Socorro,208,D,Metro,00815,Martim Moniz,R. Palma,Cais Sodré
Rossio,208,D,Metro,00906,Pç. Figueira,Pç. Figueira,Cais Sodré
T. Paço,208,D,Barco,05502,Pç. Comércio,R. Fanqueiros,Cais Sodré
Cais do Sodré,208,D,-,03820,Corpo Santo,R. Arsenal,Cais Sodré
Cais do Sodré,208,D,Metro; Comboio; Barco,03804,Cais Sodré,Cais Sodré,Cais Sodré
Cais do Sodré,210,A,Metro; Comboio; Barco,03810,Cais Sodré,Cais Sodré,Prior Velho
Cais do Sodré,210,A,-,03824,Corpo Santo,R. Arsenal,Prior Velho
Cais do Sodré,210,A,-,05501,Pç. Comércio,Pç. Comércio,Prior Velho
T. Paço,210,A,Metro; Barco,04505,Sul e Sueste,R. Arameiros,Prior Velho
Alfândega,210,A,-,04503,Campo Cebolas,Av. Infante D. Henrique,Prior Velho
Alfândega,210,A,-,08201,Alfândega,Av. Infante D. Henrique,Prior Velho
Alfândega,210,A,-,08203,Casa Conto,Av. Infante D. Henrique,Prior Velho
Sta. Apolónia,210,A,Metro; Comboio,02101,Estação Sta. Apolónia,Lg. Caminhos Ferro,Prior Velho
Sta. Apolónia,210,A,-,02103,R. Bica Sapato,R. Bica Sapato,Prior Velho
Sta. Apolónia,210,A,-,02131,Cç. Sta. Apolónia,Cç. Sta. Apolónia,Prior Velho
Av. Afonso III,210,A,-,09813,Cç. Cruz Pedra,Cç. Cruz Pedra,Prior Velho
Av. Afonso III,210,A,-,09805,R. Madre Deus,R. Madre Deus,Prior Velho
Av. Afonso III,210,A,-,09807,Igreja Madre Deus (Museu Azulejo),R. Madre Deus,Prior Velho
Xabregas,210,A,-,08301,Ponte Xabregas,R. Xabregas,Prior Velho
Xabregas,210,A,-,08303,Xabregas,R. Xabregas,Prior Velho
Xabregas,210,A,-,08305,Cç. Grilo,R. Grilo,Prior Velho
Xabregas,210,A,-,08307,Al. Beato,R. Grilo,Prior Velho
Poço do Bispo,210,A,-,12505,Beato,R. Açúcar,Prior Velho
Poço do Bispo,210,A,-,12507,R. Açúcar,R. Açúcar,Prior Velho
Poço do Bispo,210,A,-,12509,Palácio Mitra,R. Açúcar,Prior Velho
Poço do Bispo,210,A,-,12511,Poço Bispo,Pç. David Leandro Silva,Prior Velho
Poço do Bispo,210,A,-,12501,Fábrica Braço Prata,R. Fernando Palha,Prior Velho
Matinha,210,A,-,02216,R. Fernando Palha,R. Fernando Palha,Prior Velho
Matinha,210,A,-,02204,Matinha,R. 3 Matinha,Prior Velho
Matinha,210,A,-,02202,Fábrica Gás,Av. Cintura Porto Lisboa,Prior Velho
Parque Nações Sul,210,A,-,02316,Gás Portugal,Av. Marechal Gomes Costa,Prior Velho
Rot. Cabo Ruivo,210,A,-,02304,Rot. Cabo Ruivo,Av. Marechal Gomes Costa,Prior Velho
Olivais Sul,210,A,-,02302,Av. Mar. Gomes Costa (Universidade),Av. Marechal Gomes Costa,Prior Velho
Olivais Sul,210,A,Metro,08414,R. Cidade Bissau (Metro),R. Cidade Bissau,Prior Velho
Olivais Sul,210,A,-,08423,Cemitério Olivais,Av. Cidade Luanda,Prior Velho
Olivais,210,A,-,07717,Esc. Sec. Olivais,Av. Cidade Luanda,Prior Velho
Olivais,210,A,-,07715,Av. Berlim,Av. Cidade Luanda,Prior Velho
Olivais,210,A,-,07711,Av. Berlim / Tv. Courelas,Av. Berlim,Prior Velho
Estação Oriente,210,A,Metro; Autocarro; Comboio,07820,Estação Oriente (Interface),Interface Estação Oriente,Prior Velho
Qta. Laranjeiras,210,A,-,07803,Olivais Velho - Av. Inf. D. Henrique,Av. Infante D. Henrique,Prior Velho
Qta. Laranjeiras,210,A,-,07812,Pç. José Queirós,Pç. José Queirós,Prior Velho
Qta. Laranjeiras,210,A,Metro; Autocarro,07909,Moscavide - R. João Pinto Ribeiro,R. João Pinto Ribeiro,Prior Velho
Moscavide,210,A,-,07905,R. Laureano Oliveira,Av. Moscavide,Prior Velho
Moscavide,210,A,-,07903,Moscavide Centro - R. Franc. M. Beato,Av. Moscavide,Prior Velho
Portela,210,A,-,12618,Portela (Seminário),Av. Descobrimentos,Prior Velho
Portela,210,A,-,12617,Portela - R. Escritores,R. Escritores,Prior Velho
Portela,210,A,-,12627,Portela - Av. República,Av. República,Prior Velho
Portela,210,A,-,12610,C. Comercial Portela,"Av. República, Loures",Prior Velho
Portela,210,A,-,12608,Portela - Av. República,"Av. República, Loures",Prior Velho
Portela,210,A,-,12601,RALIS,Av. Dr. Alfredo Bensaúde,Prior Velho
Prior Velho,210,A,-,16303,Rot. Encarnação,R. Severiano Falcão,Prior Velho
Prior Velho,210,A,-,16305,Qta. Francelha Cima,R. Severiano Falcão,Prior Velho
Prior Velho,210,A,-,16307,Qta. Francelha Baixo,R. Severiano Falcão,Prior Velho
Prior Velho,210,A,-,16310,Prior Velho,R. Moçambique,Prior Velho
Prior Velho,210,D,-,16310,Prior Velho,R. Moçambique,Cais Sodré
Prior Velho,210,D,-,16308,Qta. Francelha Baixo,R. Severiano Falcão,Cais Sodré
Prior Velho,210,D,-,16306,Qta. Francelha Cima,R. Severiano Falcão,Cais Sodré
Prior Velho,210,D,-,16304,Rot. Encarnação,R. Severiano Falcão,Cais Sodré
Portela,210,D,-,12620,RALIS,Av. Dr. Alfredo Bensaúde,Cais Sodré
Portela,210,D,-,12605,RALIS,Av. Ralis,Cais Sodré
Portela,210,D,-,12607,Portela - Av. República,Av. República,Cais Sodré
Portela,210,D,-,12613,Portela - Av. Descobrimentos,Av. Descobrimentos,Cais Sodré
Portela,210,D,-,12615,C. Comercial Portela,Av. Descobrimentos,Cais Sodré
Portela,210,D,-,12619,Portela (Seminário),Av. Descobrimentos,Cais Sodré
Moscavide,210,D,-,07904,Moscavide Centro - R. Franc. M. Beato,R. Francisco Marques Beato,Cais Sodré
Moscavide,210,D,-,07906,R. Laureano Oliveira,R. Francisco Marques Beato,Cais Sodré
Qta. Laranjeiras,210,D,Metro; Autocarro,07908,Moscavide - R. João Pinto Ribeiro,"R. 1.º Maio, Loures",Cais Sodré
Qta. Laranjeiras,210,D,-,07811,Pç. José Queirós,Pç. José Queirós,Cais Sodré
Qta. Laranjeiras,210,D,-,07806,Olivais Velho - Av. Inf. D. Henrique,Av. Infante D. Henrique,Cais Sodré
Estação Oriente,210,D,Metro; Autocarro; Comboio,02504,Estação Oriente (Interface),Interface Estação Oriente,Cais Sodré
Olivais,210,D,-,07712,Av. Berlim / Tv. Courelas,Av. Berlim,Cais Sodré
Olivais,210,D,-,07728,Av. Berlim (Pç. Baden Powell),Av. Berlim,Cais Sodré
Olivais,210,D,-,07716,Av. Berlim,Av. Cidade Luanda,Cais Sodré
Olivais,210,D,-,07718,Esc. Sec. Olivais,Av. Cidade Luanda,Cais Sodré
Olivais Sul,210,D,-,08424,Cemitério Olivais,Av. Cidade Luanda,Cais Sodré
Olivais Sul,210,D,-,08413,R. Cidade Bissau (Metro),R. Cidade Bissau,Cais Sodré
Olivais Sul,210,D,-,02301,Av. Mar. Gomes Costa (Universidade),Av. Marechal Gomes Costa,Cais Sodré
Rot. Cabo Ruivo,210,D,-,02314,Rot. Cabo Ruivo,Av. Infante D. Henrique,Cais Sodré
Parque Nações Sul,210,D,-,02307,Gás Portugal,Av. Marechal Gomes Costa,Cais Sodré
Matinha,210,D,-,02201,Fábrica Gás,Av. Cintura Porto Lisboa,Cais Sodré
Matinha,210,D,-,02203,Matinha,Av. Cintura Porto Lisboa,Cais Sodré
Matinha,210,D,-,02215,R. Fernando Palha,R. Fernando Palha,Cais Sodré
Poço do Bispo,210,D,-,12504,Fábrica Braço Prata,R. Fernando Palha,Cais Sodré
Poço do Bispo,210,D,-,12512,Poço Bispo,Pç. David Leandro Silva,Cais Sodré
Poço do Bispo,210,D,-,12510,Palácio Mitra,R. Açúcar,Cais Sodré
Poço do Bispo,210,D,-,12508,R. Açúcar,R. Açúcar,Cais Sodré
Poço do Bispo,210,D,-,12506,Beato,R. Açúcar,Cais Sodré
Xabregas,210,D,-,08308,Al. Beato,R. Grilo,Cais Sodré
Xabregas,210,D,-,08306,Cç. Grilo,R. Grilo,Cais Sodré
Xabregas,210,D,-,08304,Xabregas,R. Xabregas,Cais Sodré
Xabregas,210,D,-,08302,Ponte Xabregas,R. Xabregas,Cais Sodré
Av. Afonso III,210,D,-,09808,Igreja Madre Deus (Museu Azulejo),R. Madre Deus,Cais Sodré
Av. Afonso III,210,D,-,09816,R. Madre Deus,Cç. Cruz Pedra,Cais Sodré
Av. Afonso III,210,D,-,09814,Cç. Cruz Pedra,Cç. Cruz Pedra,Cais Sodré
Sta. Apolónia,210,D,-,02128,Estação Sta. Apolónia (Mercadorias),Av. Infante D. Henrique,Cais Sodré
Sta. Apolónia,210,D,Metro; Comboio,02118,Estação Sta. Apolónia,Av. Infante D. Henrique,Cais Sodré
Alfândega,210,D,-,08204,Casa Conto,Av. Infante D. Henrique,Cais Sodré
Alfândega,210,D,-,08202,Alfândega,Av. Infante D. Henrique,Cais Sodré
T. Paço,210,D,Metro; Barco,04502,Sul e Sueste,R. Arameiros,Cais Sodré
T. Paço,210,D,Barco,05504,Pç. Comércio,R. Arsenal,Cais Sodré
Cais do Sodré,210,D,-,03820,Corpo Santo,R. Arsenal,Cais Sodré
Cais do Sodré,210,D,Metro; Comboio; Barco,03810,Cais Sodré,Cais Sodré,Cais Sodré
Parque Nações Norte,400,A,-,79109,Parque Nações Norte,Passeio Herois do Mar,Parque Nações Sul
Parque Nações Norte,400,A,-,79120,Via Oriente,Via Oriente,Parque Nações Sul
Parque Nações Norte,400,A,-,79118,R. Chen He,R. Chen He,Parque Nações Sul
Parque Nações Norte,400,A,-,79116,Passeio Tejo,Passeio Herois do Mar,Parque Nações Sul
Parque Nações Norte,400,A,-,79108,Rossio de Levante,Passeio Mastros,Parque Nações Sul
Parque Nações Norte,400,A,-,79110,Passeio Garças,R. Ilha dos Amores,Parque Nações Sul
Parque Nações Norte,400,A,-,79111,R. Moscavide,R. Moscavide,Parque Nações Sul
Parque Nações Norte,400,A,-,79104,Rot. Oliveiras,Al. Oceanos,Parque Nações Sul
Parque Nações Norte,400,A,-,79102,Jardim Jacarandás,Al. Oceanos,Parque Nações Sul
Parque Nações,400,A,-,78102,Cais Olival,Al. Oceanos,Parque Nações Sul
Parque Nações,400,A,-,07824,Av. Boa Esperança,Av. D. João II,Parque Nações Sul
Parque Nações,400,A,-,07822,Av. D. João II,Av. D. João II,Parque Nações Sul
Estação Oriente,400,A,Metro; Autocarro; Comboio,07825,Estação Oriente,Av. Berlim,Parque Nações Sul
Estação Oriente,400,A,Metro; Autocarro; Comboio,07805,Estação Oriente,Av. Ìndico,Parque Nações Sul
Estação Oriente,400,A,-,02511,R. Caribe,Av. D. João II,Parque Nações Sul
Parque Nações Sul,400,A,-,02401,Av. Mediterrâneo,Av. D. João II,Parque Nações Sul
Parque Nações Sul,400,A,-,02403,Oceanário Lisboa,Al. Oceanos,Parque Nações Sul
Parque Nações Sul,400,A,-,02405,Av. Fernando Pessoa,Av. Fernando Pessoa,Parque Nações Sul
Parque Nações Sul,400,A,-,02406,Hosp. Descobertas,Av. Fernando Pessoa,Parque Nações Sul
Parque Nações Sul,400,A,-,02409,Parque Nações Sul,Al. Oceanos,Parque Nações Sul
